country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Hungary,HU,2021-01,65-79yr,2374,1456926,305.3,"TESSy COVID-19, national weekly data"
Hungary,HU,2021-02,65-79yr,1523,1456926,267.5,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-10,80+yr,0,433033,,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-11,80+yr,1,433033,,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-12,80+yr,5,433033,1.4,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-13,80+yr,17,433033,5.1,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-14,80+yr,44,433033,14.1,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-15,80+yr,186,433033,53.1,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-16,80+yr,139,433033,75.1,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-17,80+yr,164,433033,70,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-18,80+yr,91,433033,58.9,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-19,80+yr,43,433033,30.9,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-20,80+yr,41,433033,19.4,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-21,80+yr,31,433033,16.6,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-22,80+yr,22,433033,12.2,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-23,80+yr,21,433033,9.9,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-24,80+yr,5,433033,6,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-25,80+yr,5,433033,2.3,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-26,80+yr,4,433033,2.1,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-27,80+yr,0,433033,0.9,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-28,80+yr,0,433033,0,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-29,80+yr,2,433033,0.5,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-30,80+yr,2,433033,0.9,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-31,80+yr,3,433033,1.2,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-32,80+yr,8,433033,2.5,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-33,80+yr,4,433033,2.8,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-34,80+yr,6,433033,2.3,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-35,80+yr,19,433033,5.8,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-36,80+yr,46,433033,15,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-37,80+yr,81,433033,29.3,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-38,80+yr,98,433033,41.3,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-39,80+yr,133,433033,53.3,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-40,80+yr,233,433033,84.5,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-41,80+yr,448,433033,157.3,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-42,80+yr,451,433033,207.6,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-43,80+yr,807,433033,290.5,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-44,80+yr,1345,433033,497,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-45,80+yr,1593,433033,678.5,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-46,80+yr,1646,433033,748,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-47,80+yr,1912,433033,821.6,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-48,80+yr,2529,433033,1025.6,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-49,80+yr,2753,433033,1219.8,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-50,80+yr,2175,433033,1138,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-51,80+yr,1894,433033,939.7,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-52,80+yr,1034,433033,676.2,"TESSy COVID-19, national weekly data"
Hungary,HU,2020-53,80+yr,1083,433033,488.9,"TESSy COVID-19, national weekly data"
Hungary,HU,2021-01,80+yr,1334,433033,558.2,"TESSy COVID-19, national weekly data"
Hungary,HU,2021-02,80+yr,978,433033,533.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-09,<15yr,0,67817,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-10,<15yr,3,67817,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-11,<15yr,0,67817,4.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-12,<15yr,16,67817,23.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-13,<15yr,29,67817,66.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-14,<15yr,43,67817,106.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-15,<15yr,20,67817,92.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-16,<15yr,0,67817,29.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-17,<15yr,2,67817,2.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-18,<15yr,0,67817,2.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-19,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-20,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-21,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-22,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-23,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-24,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-25,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-26,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-27,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-28,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-29,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-30,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-31,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-32,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-33,<15yr,3,67817,4.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-34,<15yr,0,67817,4.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-35,<15yr,8,67817,11.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-36,<15yr,0,67817,11.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-37,<15yr,0,67817,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-38,<15yr,6,67817,8.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-39,<15yr,26,67817,47.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-40,<15yr,29,67817,81.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-41,<15yr,72,67817,148.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-42,<15yr,97,67817,249.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-43,<15yr,52,67817,219.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-44,<15yr,57,67817,160.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-45,<15yr,30,67817,128.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-46,<15yr,15,67817,66.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-47,<15yr,13,67817,41.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-48,<15yr,6,67817,28,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-49,<15yr,24,67817,44.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-50,<15yr,11,67817,51.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-51,<15yr,17,67817,41.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-52,<15yr,0,67817,25.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-53,<15yr,4,67817,5.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2021-01,<15yr,10,67817,20.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2021-02,<15yr,7,67817,25.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-09,15-24yr,0,47858,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-10,15-24yr,1,47858,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-11,15-24yr,17,47858,37.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-12,15-24yr,56,47858,152.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-13,15-24yr,78,47858,280,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-14,15-24yr,89,47858,348.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-15,15-24yr,26,47858,240.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-16,15-24yr,6,47858,66.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-17,15-24yr,1,47858,14.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-18,15-24yr,1,47858,4.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-19,15-24yr,1,47858,4.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-20,15-24yr,0,47858,2.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-21,15-24yr,0,47858,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-22,15-24yr,1,47858,2.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-23,15-24yr,0,47858,2.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-24,15-24yr,2,47858,4.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-25,15-24yr,0,47858,4.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-26,15-24yr,2,47858,4.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-27,15-24yr,2,47858,8.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-28,15-24yr,0,47858,4.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-29,15-24yr,3,47858,6.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-30,15-24yr,4,47858,14.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-31,15-24yr,11,47858,31.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-32,15-24yr,14,47858,52.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-33,15-24yr,19,47858,69,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-34,15-24yr,10,47858,60.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-35,15-24yr,8,47858,37.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-36,15-24yr,3,47858,23,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-37,15-24yr,7,47858,20.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-38,15-24yr,34,47858,85.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-39,15-24yr,56,47858,188.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-40,15-24yr,66,47858,254.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-41,15-24yr,126,47858,401.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-42,15-24yr,94,47858,459.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-43,15-24yr,59,47858,319.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-44,15-24yr,66,47858,261.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-45,15-24yr,26,47858,192.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-46,15-24yr,14,47858,83.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-47,15-24yr,4,47858,37.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-48,15-24yr,14,47858,37.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-49,15-24yr,17,47858,64.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-50,15-24yr,15,47858,66.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-51,15-24yr,27,47858,87.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-52,15-24yr,22,47858,102.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-53,15-24yr,20,47858,87.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2021-01,15-24yr,17,47858,77.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2021-02,15-24yr,14,47858,64.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-09,25-49yr,2,126818,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-10,25-49yr,17,126818,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-11,25-49yr,64,126818,63.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-12,25-49yr,243,126818,242.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-13,25-49yr,217,126818,362.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-14,25-49yr,174,126818,308.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-15,25-49yr,51,126818,177.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-16,25-49yr,25,126818,59.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-17,25-49yr,9,126818,26.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-18,25-49yr,2,126818,8.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-19,25-49yr,1,126818,2.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-20,25-49yr,0,126818,0.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-21,25-49yr,1,126818,0.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-22,25-49yr,1,126818,1.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-23,25-49yr,0,126818,0.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-24,25-49yr,0,126818,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-25,25-49yr,5,126818,3.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-26,25-49yr,4,126818,7.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-27,25-49yr,5,126818,7.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-28,25-49yr,3,126818,6.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-29,25-49yr,3,126818,4.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-30,25-49yr,11,126818,11,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-31,25-49yr,32,126818,33.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-32,25-49yr,29,126818,48.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-33,25-49yr,22,126818,40.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-34,25-49yr,26,126818,37.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-35,25-49yr,20,126818,36.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-36,25-49yr,16,126818,28.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-37,25-49yr,10,126818,20.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-38,25-49yr,131,126818,111.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-39,25-49yr,117,126818,195.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-40,25-49yr,163,126818,220.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-41,25-49yr,260,126818,333.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-42,25-49yr,230,126818,386.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-43,25-49yr,163,126818,309.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-44,25-49yr,139,126818,238.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-45,25-49yr,168,126818,242.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-46,25-49yr,44,126818,167.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-47,25-49yr,45,126818,70.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-48,25-49yr,36,126818,63.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-49,25-49yr,49,126818,67,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-50,25-49yr,34,126818,65.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-51,25-49yr,33,126818,52.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-52,25-49yr,40,126818,57.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-53,25-49yr,41,126818,63.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2021-01,25-49yr,57,126818,77.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2021-02,25-49yr,37,126818,74.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-09,50-64yr,5,63759,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-10,50-64yr,27,63759,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-11,50-64yr,27,63759,84.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-12,50-64yr,111,63759,216.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-13,50-64yr,125,63759,370.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-14,50-64yr,94,63759,343.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-15,50-64yr,26,63759,188.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-16,50-64yr,11,63759,58,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-17,50-64yr,3,63759,22,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-18,50-64yr,2,63759,7.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-19,50-64yr,0,63759,3.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-20,50-64yr,0,63759,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-21,50-64yr,0,63759,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-22,50-64yr,0,63759,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-23,50-64yr,0,63759,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-24,50-64yr,0,63759,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-25,50-64yr,0,63759,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-26,50-64yr,0,63759,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-27,50-64yr,1,63759,1.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-28,50-64yr,0,63759,1.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-29,50-64yr,0,63759,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-30,50-64yr,1,63759,1.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-31,50-64yr,11,63759,18.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-32,50-64yr,2,63759,20.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-33,50-64yr,5,63759,11,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-34,50-64yr,15,63759,31.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-35,50-64yr,2,63759,26.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-36,50-64yr,3,63759,7.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-37,50-64yr,5,63759,12.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-38,50-64yr,29,63759,53.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-39,50-64yr,57,63759,134.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-40,50-64yr,36,63759,145.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-41,50-64yr,99,63759,211.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-42,50-64yr,72,63759,268.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-43,50-64yr,51,63759,192.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-44,50-64yr,83,63759,210.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-45,50-64yr,31,63759,178.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-46,50-64yr,21,63759,81.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-47,50-64yr,15,63759,56.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-48,50-64yr,36,63759,80,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-49,50-64yr,18,63759,84.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-50,50-64yr,8,63759,40.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-51,50-64yr,5,63759,20.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-52,50-64yr,14,63759,29.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-53,50-64yr,6,63759,31.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2021-01,50-64yr,13,63759,29.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2021-02,50-64yr,9,63759,34.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-09,65-79yr,0,38261,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-10,65-79yr,5,38261,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-11,65-79yr,6,38261,28.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-12,65-79yr,33,38261,101.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-13,65-79yr,48,38261,211.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-14,65-79yr,36,38261,219.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-15,65-79yr,8,38261,115,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-16,65-79yr,6,38261,36.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-17,65-79yr,1,38261,18.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-18,65-79yr,1,38261,5.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-19,65-79yr,0,38261,2.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-20,65-79yr,0,38261,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-21,65-79yr,1,38261,2.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-22,65-79yr,0,38261,2.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-23,65-79yr,1,38261,2.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-24,65-79yr,0,38261,2.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-25,65-79yr,0,38261,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-26,65-79yr,0,38261,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-27,65-79yr,0,38261,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-28,65-79yr,0,38261,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-29,65-79yr,0,38261,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-30,65-79yr,0,38261,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-31,65-79yr,4,38261,10.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-32,65-79yr,0,38261,10.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-33,65-79yr,5,38261,13.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-34,65-79yr,2,38261,18.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-35,65-79yr,2,38261,10.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-36,65-79yr,8,38261,26.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-37,65-79yr,0,38261,20.9,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-38,65-79yr,10,38261,26.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-39,65-79yr,21,38261,81,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-40,65-79yr,21,38261,109.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-41,65-79yr,37,38261,151.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-42,65-79yr,36,38261,190.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-43,65-79yr,28,38261,167.3,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-44,65-79yr,43,38261,185.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-45,65-79yr,16,38261,154.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-46,65-79yr,13,38261,75.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-47,65-79yr,3,38261,41.8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-48,65-79yr,11,38261,36.6,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-49,65-79yr,6,38261,44.4,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-50,65-79yr,4,38261,26.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-51,65-79yr,5,38261,23.5,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-52,65-79yr,0,38261,13.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-53,65-79yr,2,38261,5.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2021-01,65-79yr,3,38261,13.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2021-02,65-79yr,3,38261,15.7,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-09,80+yr,0,12478,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-10,80+yr,0,12478,,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-11,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-12,80+yr,2,12478,16,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-13,80+yr,12,12478,112.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-14,80+yr,4,12478,128.2,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-15,80+yr,4,12478,64.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-16,80+yr,2,12478,48.1,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-17,80+yr,0,12478,16,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-18,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-19,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-20,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-21,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-22,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-23,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-24,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-25,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-26,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-27,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-28,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-29,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-30,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-31,80+yr,0,12478,0,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-32,80+yr,1,12478,8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-33,80+yr,0,12478,8,"TESSy COVID-19, national weekly data"
Iceland,IS,2020-34,80+yr,1,12478,8,"TESSy COVID-19, national weekly data"
